주소,토양통명,표토토성,심토토성,경사,배수등급,유효토심,모암_모재,분포지형
전라북도 완주군 이서면 반교리 330-2,백산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 백여리 산365,무등,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 안덕리 509-4 ,안룡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 소양면 신원리 177-2,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 화산면 성북리 110-1,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 화산면 와룡리 942-5,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 이서면 은교리 산187-69 ,원곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 화산면 종리 1383-8 ,월곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 고산면 남봉리 544-7 ,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 이서면 용서리 720,화동,미사질식양토,식질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 용진읍 구억리 351-2 ,고천,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 구이면 광곡리 551-1,각화,양토,식질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 고산면 화정리 419,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 상관면 의암리 632,행곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 동상면 사봉리 산123,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 신금리 915-1,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 이서면 반교리 136-2 ,용지,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 용진읍 상운리 817-2,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 운주면 완창리 356,월곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 고산면 삼기리 22-5,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 구이면 평촌리 산189-1 ,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 비봉면 이전리 235,오산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 이서면 이성리 421-13 ,예산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 삼례읍 해전리 240-3,만경,미사질양토,미사사양질,0-2%,약간불량,매우얕음_0-20cm,제4기층,해성평탄지
전라북도 완주군 상관면 신리 산87-9 ,안룡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 성덕리 1247,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 용진읍 구억리 760-5,오산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 운주면 완창리 249-3 ,월곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 비봉면 내월리 29-1,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 구이면 안덕리 353,무등,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 운주면 금당리 650-1 ,월곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 이서면 이성리 406-13,함창,미사질양토,사양질,0-2%,매우양호,매우얕음_0-20cm,제4기층,산악지
전라북도 완주군 소양면 죽절리 699,각화,양토,식질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 운주면 장선리 419-52,오산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 구이면 광곡리 176,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 상관면 죽림리 631-3 ,호계,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 신금리 88-1,석천,양토,사양질,30-60%,양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 봉동읍 구만리 1130,함평,미사질양토,식양질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 삼례읍 후정리 324-8,고평,미사질식양토,식질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 구이면 원기리 산30-4 ,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 비봉면 대치리 132,월곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 고산면 삼기리 502-13,우곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 이서면 상개리 376-5,원곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 하리 1202-3 ,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 봉동읍 구만리 산24-7,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 계곡리 1022-67 ,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 운주면 완창리 5,외산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 이서면 상개리 138,예산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 이서면 반교리 391-1,예산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 구이면 광곡리 산157-2,임곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 어전리 994-1 ,화동,미사질식양토,식질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 상관면 신리 산226-1,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 용진읍 상삼리 256-7 ,예천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 화산면 종리 산58-2,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 봉동읍 은하리 920-2,각화,양토,식질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 백여리 483-4,행곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 석전리 72-13,호남,미사질식양토,식질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 봉동읍 은하리 887-1,각화,양토,식질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 율소리 9-2,중동,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 고산면 삼기리 717-4,가천,사양토,식양질,60-100%,양호,얕음_20-50cm,변성암,산록경사지
전라북도 완주군 고산면 삼기리 559-4,중동,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 소양면 명덕리 892-11 ,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 백여리 산378,무등,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 동상면 사봉리 산159-2 ,고산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 이서면 상개리 257-3,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 구미리 70-2 ,백산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 평촌리 580,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 구이면 평촌리 산265,상주,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 고산면 읍내리 산1-4 ,황룡,사양토,사질,60-100%,양호,얕음_20-50cm,변성암,산록경사지
전라북도 완주군 운주면 산북리 산51-11 ,안룡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 상관면 용암리 산242,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 소양면 신교리 1037-2,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 이서면 반교리 386-4,용지,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 운주면 완창리 766 ,외산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 운주면 고당리 320-2,월곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 삼례읍 석전리 34-13,백산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 소양면 죽절리 25-2 ,각화,양토,식질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 고산면 율곡리 664-1,월곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 삼례읍 석전리 82-4,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 이서면 은교리 652-5,용지,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 신탁리 194,덕천,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 봉동읍 은하리 794-6 ,지산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 항가리 720-6,함평,미사질양토,식양질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 용진읍 상운리 493,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 구이면 백여리 169-3 ,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 운주면 구제리 100-3,풍천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 비봉면 소농리 산55-2,외산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 상관면 죽림리 29-33 ,호계,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 구암리 559-2,은곡,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 동상면 신월리 904 ,삼각,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 이서면 이문리 441,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 봉동읍 제내리 932-3,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 봉동읍 제내리 397,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 이서면 상개리 554-7,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 화산면 와룡리 618,고천,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 봉동읍 구만리 235-1,지산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 고산면 양야리 259-5,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 고산면 서봉리 383,지산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 후정리 278-8 ,예산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 소양면 신교리 6-7,안룡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 계곡리 715-3,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 고산면 오산리 320-2,호계,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 용진읍 상삼리 산128-1,상주,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 구이면 백여리 560-2,호계,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 광곡리 374-1,월곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 봉동읍 율소리 666 ,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 소양면 화심리 634-43,행곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 화산면 화월리 444-1 ,상주,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 용진읍 신지리 산45-5,금곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 화산면 춘산리 산149-3 ,외산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 소양면 죽절리 483-1,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 용진읍 운곡리 1049,지산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 백여리 669-2,무등,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 장기리 589-8,평택,미사질양토,미사식양질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 용진읍 용흥리 836-2,화동,미사질양토,식질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 용진읍 용흥리 731-4,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 용진읍 운곡리 27-11,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 백여리 354-1,행곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
